gender,dept,gt,it,wk,l1,category_zh,n_total,n_designs,n_clients,confidence,top_iso,top_iso_pct,top_method_en,top_method_pct,ie_avg_sec,iso_count,method_count,top_machine,top_skill,top_section
BOY,ACTIVE,BOTTOM,PANTS,KNIT,SB,剪接線_下身類,5,2,2,low,514,72.7,4-thread Overlock,57.1,0.058,2,3,四線拷克,B,做記號
BOY,FLEECE,BOTTOM,PANTS,KNIT,PK,口袋,5,1,1,low,301,54.5,Lockstitch,28.6,0.056,2,5,平車-細針距,C,燙大身襯
BABY,FLEECE,BOTTOM,PANTS,KNIT,PK,口袋,5,1,1,low,301,54.5,Lockstitch,28.6,0.056,2,5,平車-細針距,C,燙大身襯
MEN,ACTIVE,BOTTOM,SHORTS,WOVEN,ZP,拉鍊,4,4,2,very_low,,,Pressing,100.0,0.009,0,1,燙工-手燙,D,拉鍊燙拔(一條)
MEN,RTW,BOTTOM,PANTS,KNIT,SA,剪接線_上身類,4,1,1,very_low,406,40.0,Marking,33.3,0.034,3,5,手工-含做記號、翻修等工段,E,壓直向剪接明線
WOMEN,ACTIVE,BOTTOM,SHORTS,WOVEN,BS,釦鎖,4,2,1,very_low,,,Buttonhole,66.7,0.021,0,2,燙工-手燙,D,燙襯
WOMEN,ACTIVE,BOTTOM,SHORTS,WOVEN,SA,剪接線_上身類,4,2,1,very_low,514,66.7,4-thread Overlock,66.7,0.026,2,2,四線拷克,B,合直向剪接
WOMEN,ACTIVE,BOTTOM,SHORTS,WOVEN,LI,裡布,4,2,1,very_low,301,100.0,Marking,60.0,0.052,1,3,手工-含做記號、翻修等工段,E,做記號
WOMEN,ACTIVE,BOTTOM,PANTS,KNIT,ZP,拉鍊,4,3,2,very_low,301,69.2,Pressing,38.9,0.052,2,5,平車-細針距,D,拉鍊燙拔(兩條)
MEN,RTW,BOTTOM,PANTS,KNIT,ZP,拉鍊,4,3,2,very_low,,,Pressing,63.6,0.012,0,3,燙工-手燙,D,拉鍊燙拔(一條)
BABY,ACTIVE,BOTTOM,PANTS,KNIT,BN,貼合,4,2,1,very_low,301,100.0,Marking,42.9,0.183,1,3,手工-含做記號、翻修等工段,D,做拉鍊記號
BABY,ACTIVE,BOTTOM,PANTS,KNIT,SB,剪接線_下身類,4,2,2,very_low,514,66.7,Marking,40.0,0.028,3,4,手工-含做記號、翻修等工段,B,做記號
MEN,ACTIVE,BOTTOM,SHORTS,WOVEN,FY,前立,4,3,1,very_low,301,60.0,Lockstitch,34.6,0.075,4,7,平車-細針距,B,拷前立/前襠縫份(J型)
BOY,RTW,BOTTOM,PANTS,WOVEN,LI,裡布,4,2,2,very_low,301,100.0,Marking,60.0,0.048,1,3,手工-含做記號、翻修等工段,E,做記號
MEN,ACTIVE,BOTTOM,PANTS,KNIT,FP,袋蓋,4,1,1,very_low,301,80.0,Lockstitch,30.8,0.06,2,6,平車-細針距,B,燙袋蓋表襯
BOY,RTW,BOTTOM,SHORTS,WOVEN,LB,商標,4,2,1,very_low,301,100.0,Marking,45.0,0.021,1,4,平車-細針距,C,做記號
BOY,RTW,BOTTOM,SHORTS,WOVEN,WB,腰頭,4,2,1,very_low,301,90.0,Lockstitch,42.9,0.11,2,4,手工-含做記號、翻修等工段,E,做鬆緊帶記號
BOY,RTW,BOTTOM,SHORTS,WOVEN,DC,繩類,4,2,1,very_low,301,100.0,Bartack,41.7,0.074,1,4,手工-含做記號、翻修等工段,E,剪+量織帶繩
BOY,RTW,BOTTOM,SHORTS,WOVEN,FP,袋蓋,4,1,1,very_low,301,100.0,Lockstitch,38.5,0.051,1,5,平車-細針距,B,燙袋蓋表襯
WOMEN,RTW,BOTTOM,PANTS,KNIT,FY,前立,4,4,2,very_low,514,50.0,4-thread Overlock,33.3,0.055,2,4,平車-細針距,B,做前襠記號
WOMEN,UNKNOWN,BOTTOM,PANTS,KNIT,PS,褲合身,4,1,1,very_low,607,88.9,Flatlock,50.0,0.088,2,3,手工-含做記號、翻修等工段,E,修頭尾縫份(兩邊)
WOMEN,ACTIVE,BOTTOM,JOGGERS,KNIT,WB,腰頭,4,1,1,very_low,301,40.0,Marking,30.8,0.04,4,6,手工-含做記號、翻修等工段,E,拉開鬆緊帶
WOMEN,ACTIVE,BOTTOM,JOGGERS,KNIT,LO,褲口,4,1,1,very_low,514,54.5,4-thread Overlock,35.3,0.083,3,6,手工-含做記號、翻修等工段,C,壓褲口
BOY,SLEEPWEAR/RTW,BOTTOM,PANTS,KNIT,BS,釦鎖,4,4,1,very_low,,,Buttonhole,75.0,0.021,0,2,燙工-手燙,D,燙襯
BOY,SLEEPWEAR/RTW,BOTTOM,PANTS,KNIT,DC,繩類,4,4,1,very_low,301,100.0,Bartack,33.3,0.127,1,3,手工-含做記號、翻修等工段,E,剪+量織帶繩
BABY,ACTIVE,BOTTOM,PANTS,WOVEN,SB,剪接線_下身類,4,2,1,very_low,514,50.0,Marking,40.0,0.024,3,4,手工-含做記號、翻修等工段,B,做記號
WOMEN,ACTIVE,BOTTOM,LEGGINGS,KNIT,WB,腰頭,4,1,1,very_low,301,63.6,Lockstitch,44.4,0.075,2,4,手工-含做記號、翻修等工段,E,剪+量鬆緊帶_1條
MEN,FLEECE,BOTTOM,PANTS,KNIT,FY,前立,4,4,1,very_low,406,33.3,Coverstitch,17.2,0.076,3,6,平車-細針距,B,燙前立對折
BABY,RTW,BOTTOM,PANTS,WOVEN,OT,其它,4,1,1,very_low,301,100.0,Lockstitch,75.0,0.026,1,2,帶刀平車-不帶線,C,腰脅橫向對/兩脅
BOY,ACTIVE,BOTTOM,PANTS,KNIT,BN,貼合,4,1,1,very_low,301,100.0,Pressing,50.0,0.069,1,3,燙工-手燙,D,小燙豆豆貼
GIRL,RTW,BOTTOM,PANTS,KNIT,FY,前立,4,4,1,very_low,514,38.1,4-thread Overlock,24.2,0.084,3,5,手工-含做記號、翻修等工段,B,燙前立大身襯*1
MEN,UNKNOWN,BOTTOM,PANTS,KNIT,PK,口袋,4,2,1,very_low,301,50.0,Marking,35.7,0.043,3,5,手工-含做記號、翻修等工段,B,壓袋口(手折一道)
BOY,SLEEPWEAR/RTW,BOTTOM,PANTS,KNIT,FY,前立,4,4,1,very_low,301,60.0,Lockstitch,42.9,0.063,2,4,平車-細針距,C,做前襠記號
BOY,SLEEPWEAR/RTW,BOTTOM,PANTS,KNIT,SB,剪接線_下身類,4,3,1,very_low,514,46.2,4-thread Overlock,42.9,0.05,3,4,平車-細針距,B,合直向剪接
BOY,FLEECE,BOTTOM,PANTS,KNIT,WB,腰頭,4,1,1,very_low,301,66.7,Lockstitch,42.9,0.069,3,5,平車-細針距,E,接腰脅_1道
BABY,FLEECE,BOTTOM,PANTS,KNIT,WB,腰頭,4,1,1,very_low,301,66.7,Lockstitch,42.9,0.062,3,5,平車-細針距,E,接腰脅_1道
MEN,ACTIVE,BOTTOM,SHORTS,WOVEN,SA,剪接線_上身類,3,2,2,very_low,514,50.0,4-thread Overlock,36.4,0.076,2,4,平車-細針距,B,(NEW)固線
GIRL,RTW,BOTTOM,PANTS,WOVEN,BS,釦鎖,3,2,1,very_low,,,Buttonhole,50.0,0.033,0,4,燙工-手燙,C,燙襯
MEN,ACTIVE,BOTTOM,PANTS,KNIT,DP,裝飾片,3,3,1,very_low,301,75.0,Pressing,46.2,0.139,2,4,燙工-手燙,D,三角片燙型*2
MEN,ACTIVE,BOTTOM,PANTS,KNIT,HL,釦環,3,3,1,very_low,301,100.0,Marking,50.0,0.588,1,3,手工-含做記號、翻修等工段,E,做記號
MEN,ACTIVE,BOTTOM,PANTS,KNIT,LP,帶絆,3,3,2,very_low,301,83.3,Marking,50.0,0.046,2,3,手工-含做記號、翻修等工段,E,剪+量
BOY,RTW,BOTTOM,PANTS,KNIT,LI,裡布,3,1,1,very_low,301,100.0,Lockstitch,40.0,0.028,1,3,手工-含做記號、翻修等工段,C,腰頭固雙
BOY,ACTIVE,BOTTOM,PANTS,WOVEN,PD,褶,3,2,1,very_low,301,68.4,Lockstitch,43.3,0.085,3,5,平車-細針距,C,做記號
WOMEN,RTW,BOTTOM,PANTS,WOVEN,BM,下襬,3,2,2,very_low,301,100.0,Pressing,36.4,0.12,1,3,手工-含做記號、翻修等工段,E,(NEW)燙折前修片
BOY,RTW,BOTTOM,PANTS,KNIT,SB,剪接線_下身類,3,2,2,very_low,514,80.0,Marking,44.4,0.034,2,3,手工-含做記號、翻修等工段,B,做記號
MEN,UNKNOWN,BOTTOM,PANTS,KNIT,LO,褲口,3,3,2,very_low,406,60.0,Coverstitch,33.3,0.226,2,4,手工-含做記號、翻修等工段,B,做記號
MEN,UNKNOWN,BOTTOM,PANTS,KNIT,SA,剪接線_上身類,3,3,2,very_low,301,50.0,Lockstitch,50.0,0.057,3,3,平車-細針距,B,合直向剪接
MEN,UNKNOWN,BOTTOM,PANTS,KNIT,DP,裝飾片,3,3,2,very_low,301,71.4,Lockstitch,35.7,0.138,3,5,手工-含做記號、翻修等工段,B,做記號
BOY,ACTIVE,BOTTOM,SHORTS,WOVEN,SB,剪接線_下身類,3,1,1,very_low,514,80.0,4-thread Overlock,57.1,0.027,2,3,四線拷克,B,做記號
WOMEN,UNKNOWN,BOTTOM,PANTS,KNIT,LB,商標,3,1,1,very_low,301,100.0,Marking,40.0,0.027,1,4,手工-含做記號、翻修等工段,E,做記號
WOMEN,ACTIVE,BOTTOM,JOGGERS,KNIT,LB,商標,3,1,1,very_low,301,100.0,Lockstitch,50.0,0.018,1,2,平車-細針距,C,做記號
BABY,ACTIVE,BOTTOM,PANTS,WOVEN,ST,肩帶,3,3,1,very_low,301,100.0,Lockstitch,100.0,0.01,1,1,平車-細針距,C,滾肩帶
MEN,RTW,BOTTOM,PANTS,WOVEN,PL,門襟,3,3,1,very_low,301,100.0,Lockstitch,100.0,0.095,1,1,平車-細針距,B,壓門巾下(口X型)
WOMEN,ACTIVE,BOTTOM,LEGGINGS,KNIT,LB,商標,3,1,1,very_low,301,100.0,Marking,50.0,0.021,1,4,手工-含做記號、翻修等工段,E,做記號
WOMEN,ACTIVE,BOTTOM,LEGGINGS,KNIT,PD,褶,3,1,1,very_low,301,100.0,Lockstitch,36.8,0.045,1,3,手工-含做記號、翻修等工段,E,做記號
GIRL,RTW,BOTTOM,PANTS,WOVEN,FY,前立,3,3,1,very_low,514,33.3,4-thread Overlock,25.0,0.052,3,4,手工-含做記號、翻修等工段,B,做前襠記號
GIRL,RTW,BOTTOM,PANTS,WOVEN,BP,襬叉,3,2,1,very_low,301,100.0,Marking,33.3,0.025,1,3,手工-含做記號、翻修等工段,B,記號
BABY,RTW,BOTTOM,PANTS,WOVEN,WB,腰頭,3,1,1,very_low,301,87.5,Lockstitch,43.8,0.103,2,4,平車-細針距,C,接腰脅_2道
BABY,RTW,BOTTOM,PANTS,WOVEN,PD,褶,3,1,1,very_low,301,100.0,Pressing,44.4,0.02,1,4,手工-含做記號、翻修等工段,E,做記號_一個*2片
BABY,RTW,BOTTOM,PANTS,WOVEN,LI,裡布,3,1,1,very_low,301,100.0,Marking,50.0,0.062,1,3,手工-含做記號、翻修等工段,E,剪布條(一條)
BABY,RTW,BOTTOM,PANTS,WOVEN,LO,褲口,3,1,1,very_low,301,60.0,Lockstitch,37.5,0.043,3,6,平車-細針距,C,修褲口
GIRL,ACTIVE,BOTTOM,PANTS,WOVEN,FY,前立,3,2,1,very_low,301,50.0,Lockstitch,38.5,0.06,4,5,平車-細針距,B,做前襠記號
MEN,UNKNOWN,BOTTOM,PANTS,KNIT,SB,剪接線_下身類,3,2,1,very_low,514,85.7,4-thread Overlock,50.0,0.058,2,3,手工-含做記號、翻修等工段,B,做記號
BOY,SLEEPWEAR/RTW,BOTTOM,PANTS,KNIT,LI,裡布,3,1,1,very_low,301,100.0,Marking,50.0,0.042,1,2,手工-含做記號、翻修等工段,E,做記號
BOY,FLEECE,BOTTOM,PANTS,KNIT,LO,褲口,3,1,1,very_low,514,50.0,4-thread Overlock,27.3,0.06,4,8,手工-含做記號、翻修等工段,E,修褲口
BABY,FLEECE,BOTTOM,PANTS,KNIT,LO,褲口,3,1,1,very_low,514,50.0,4-thread Overlock,27.3,0.06,4,8,手工-含做記號、翻修等工段,E,修褲口
MEN,RTW,BOTTOM,PANTS,KNIT,BN,貼合,2,1,1,very_low,,,Pressing,66.7,0.028,0,2,燙工-手燙,D,小燙豆豆貼
MEN,RTW,BOTTOM,PANTS,KNIT,OT,其它,2,2,1,very_low,301,100.0,Lockstitch,50.0,0.012,1,3,手工-含做記號、翻修等工段,E,其它
WOMEN,RTW,BOTTOM,PANTS,KNIT,PL,門襟,2,2,1,very_low,,,Pressing,66.7,0.072,0,2,壓襯機,E,燙門襟襯
WOMEN,ACTIVE,BOTTOM,SHORTS,WOVEN,DC,繩類,2,2,1,very_low,301,100.0,Marking,50.0,0.123,1,3,手工-含做記號、翻修等工段,E,剪+量
WOMEN,ACTIVE,BOTTOM,SHORTS,WOVEN,ZP,拉鍊,2,2,1,very_low,,,Pressing,66.7,0.007,0,2,燙工-手燙,D,拉鍊燙縮(一條)
GIRL,RTW,BOTTOM,PANTS,WOVEN,LP,帶絆,2,2,1,very_low,301,100.0,Marking,66.7,0.016,1,2,手工-含做記號、翻修等工段,E,剪+量
BOY,RTW,BOTTOM,PANTS,WOVEN,LP,帶絆,2,2,2,very_low,301,75.0,Marking,40.0,0.048,2,4,手工-含做記號、翻修等工段,E,剪+量
BOY,ACTIVE,BOTTOM,PANTS,WOVEN,FY,前立,2,2,1,very_low,301,60.0,Lockstitch,42.9,0.065,2,4,平車-細針距,C,做前襠記號
MEN,FLEECE,BOTTOM,PANTS,KNIT,PD,褶,2,1,1,very_low,301,100.0,Lockstitch,50.0,0.028,1,2,平車-細針距,B,抽褶_1.5倍
BOY,RTW,BOTTOM,PANTS,KNIT,BN,貼合,2,1,1,very_low,,,Pressing,100.0,0.039,0,1,燙工-手燙,D,小燙豆豆貼
BABY,ACTIVE,BOTTOM,PANTS,KNIT,FY,前立,2,2,2,very_low,301,60.0,Lockstitch,40.0,0.07,3,5,平車-細針距,B,做前襠記號
MEN,UNKNOWN,BOTTOM,PANTS,KNIT,BS,釦鎖,2,1,1,very_low,,,Buttonhole,66.7,0.023,0,2,燙工-手燙,D,燙襯
MEN,UNKNOWN,BOTTOM,PANTS,KNIT,DC,繩類,2,1,1,very_low,,,Marking,80.0,0.051,0,2,手工-含做記號、翻修等工段,E,剪+量
MEN,UNKNOWN,BOTTOM,PANTS,KNIT,LP,帶絆,2,1,1,very_low,301,100.0,Lockstitch,46.2,0.116,1,4,平車-細針距,B,剪+量
WOMEN,RTW,BOTTOM,PANTS,WOVEN,DP,裝飾片,2,1,1,very_low,301,100.0,Marking,60.0,0.032,1,3,手工-含做記號、翻修等工段,E,做記號
MEN,RTW,BOTTOM,PANTS,WOVEN,SA,剪接線_上身類,2,1,1,very_low,301,100.0,Lockstitch,50.0,0.027,1,3,平車-細針距,E,做直向剪接記號
WOMEN,SLEEPWEAR,BOTTOM,PANTS,KNIT,OT,其它,2,2,1,very_low,,,Marking,100.0,0.011,0,1,手工-含做記號、翻修等工段,E,其它
MEN,ACTIVE,BOTTOM,PANTS,WOVEN,FP,袋蓋,2,1,1,very_low,301,100.0,Lockstitch,62.5,0.077,1,3,平車-細針距,B,反縫袋蓋暗線(一片式)
BOY,RTW,BOTTOM,SHORTS,WOVEN,BS,釦鎖,2,2,1,very_low,,,Buttonhole,75.0,0.021,0,2,燙工-手燙,D,燙襯
BOY,RTW,BOTTOM,SHORTS,WOVEN,FY,前立,2,2,1,very_low,301,60.0,Lockstitch,40.0,0.087,3,6,平車-細針距,B,拷前立/前襠縫份(J型)
BOY,RTW,BOTTOM,SHORTS,WOVEN,LO,褲口,2,2,1,very_low,301,100.0,Lockstitch,100.0,0.064,1,1,雙針車-一般,B,壓褲口
GIRL,ACTIVE,BOTTOM,PANTS,WOVEN,ZP,拉鍊,2,2,1,very_low,,,Pressing,66.7,0.009,0,2,燙工-手燙,D,拉鍊燙拔(一條)
MEN,RTW,BOTTOM,PANTS,KNIT,FY,前立,2,2,2,very_low,514,57.1,4-thread Overlock,36.4,0.08,2,4,手工-含做記號、翻修等工段,B,做前襠記號
BOY,ACTIVE,BOTTOM,SHORTS,WOVEN,LB,商標,2,1,1,very_low,301,100.0,Marking,50.0,0.019,1,4,手工-含做記號、翻修等工段,E,做記號
BOY,ACTIVE,BOTTOM,SHORTS,WOVEN,WB,腰頭,2,1,1,very_low,514,50.0,Marking,42.9,0.061,2,3,手工-含做記號、翻修等工段,E,剪+量鬆緊帶
BOY,ACTIVE,BOTTOM,SHORTS,WOVEN,LO,褲口,2,1,1,very_low,514,60.0,4-thread Overlock,30.0,0.07,3,7,手工-含做記號、翻修等工段,E,修褲口
WOMEN,UNKNOWN,BOTTOM,PANTS,KNIT,OT,其它,2,1,1,very_low,,,Marking,100.0,0.006,0,1,手工-含做記號、翻修等工段,E,Plus
BOY,RTW,BOTTOM,PANTS,WOVEN,BP,襬叉,2,1,1,very_low,514,60.0,4-thread Overlock,37.5,0.057,2,4,平車-細針距,B,拷叉縫(四邊)
BABY,ACTIVE,BOTTOM,PANTS,WOVEN,PD,褶,2,2,1,very_low,301,100.0,Lockstitch,100.0,0.019,1,1,平車-細針距,B,抽褶_1.5倍
WOMEN,SLEEPWEAR,BOTTOM,PANTS,KNIT,DC,繩類,2,1,1,very_low,301,100.0,Bartack,33.3,0.038,1,3,手工-含做記號、翻修等工段,E,打結*2
GIRL,SLEEPWEAR/RTW,BOTTOM,PANTS,KNIT,LB,商標,2,1,1,very_low,301,100.0,Marking,50.0,0.019,1,4,手工-含做記號、翻修等工段,E,做記號
GIRL,SLEEPWEAR/RTW,BOTTOM,PANTS,KNIT,LO,褲口,2,1,1,very_low,406,100.0,Coverstitch,50.0,0.055,1,4,手工-含做記號、翻修等工段,E,修褲口
WOMEN,UNKNOWN,BOTTOM,PANTS,WOVEN,LB,商標,2,1,1,very_low,301,100.0,Marking,42.9,0.024,1,4,手工-含做記號、翻修等工段,E,做記號
WOMEN,UNKNOWN,BOTTOM,PANTS,WOVEN,PD,褶,2,1,1,very_low,301,100.0,Lockstitch,66.7,0.032,1,2,平車-細針距,B,抽褶_2倍
WOMEN,UNKNOWN,BOTTOM,PANTS,WOVEN,LO,褲口,2,1,1,very_low,406,75.0,Coverstitch,37.5,0.167,2,4,手工-含做記號、翻修等工段,E,壓褲口
WOMEN,UNKNOWN,BOTTOM,PANTS,WOVEN,LI,裡布,2,1,1,very_low,301,100.0,Marking,60.0,0.052,1,3,手工-含做記號、翻修等工段,E,做記號
WOMEN,ACTIVE,BOTTOM,LEGGINGS,KNIT,DC,繩類,2,1,1,very_low,301,100.0,Bartack,50.0,0.019,1,3,手工-含做記號、翻修等工段,D,穿圓型腰繩(隧道寬>繩子寬)
WOMEN,ACTIVE,BOTTOM,LEGGINGS,KNIT,SB,剪接線_下身類,2,1,1,very_low,514,66.7,4-thread Overlock,66.7,0.083,2,2,四線拷克,B,合直向剪接
WOMEN,ACTIVE,BOTTOM,LEGGINGS,KNIT,LO,褲口,2,1,1,very_low,514,66.7,4-thread Overlock,37.5,0.053,3,6,手工-含做記號、翻修等工段,E,修褲口
WOMEN,RTW,BOTTOM,PANTS,KNIT,ZP,拉鍊,2,1,1,very_low,,,Pressing,60.0,0.015,0,2,燙工-手燙,D,拉鍊燙拔(兩條)
BOY,ACTIVE,BOTTOM,PANTS,KNIT,BP,襬叉,2,1,1,very_low,301,100.0,Lockstitch,40.0,0.029,1,3,平車-細針距,B,記號
BABY,RTW,BOTTOM,PANTS,WOVEN,LB,商標,2,1,1,very_low,301,100.0,Marking,57.1,0.022,1,2,平車-細針距,E,做記號
BABY,RTW,BOTTOM,PANTS,WOVEN,DC,繩類,2,1,1,very_low,301,100.0,Lockstitch,50.0,0.042,1,3,平車-細針距,E,剪+量
GIRL,RTW,BOTTOM,PANTS,WOVEN,PD,褶,2,1,1,very_low,,,Pressing,33.3,0.074,0,3,手工-含做記號、翻修等工段,E,車Pintuck_1道工
MEN,UNKNOWN,BOTTOM,PANTS,KNIT,HL,釦環,2,2,1,very_low,301,100.0,Marking,50.0,0.573,1,3,手工-含做記號、翻修等工段,E,做記號
WOMEN,FLEECE,BOTTOM,PANTS,KNIT,PD,褶,2,1,1,very_low,301,100.0,Lockstitch,50.0,0.03,1,2,平車-細針距,B,抽褶_2倍
WOMEN,FLEECE,BOTTOM,PANTS,KNIT,SB,剪接線_下身類,2,1,1,very_low,514,100.0,4-thread Overlock,66.7,0.061,1,2,手工-含做記號、翻修等工段,E,大身做壓線記號
BOY,SLEEPWEAR/RTW,BOTTOM,PANTS,KNIT,BP,襬叉,2,1,1,very_low,301,100.0,Bartack,60.0,0.021,1,3,手工-含做記號、翻修等工段,B,記號
BOY,FLEECE,BOTTOM,PANTS,KNIT,LB,商標,2,1,1,very_low,301,100.0,Marking,37.5,0.034,1,4,平車-細針距,C,做記號
BABY,FLEECE,BOTTOM,PANTS,KNIT,LB,商標,2,1,1,very_low,301,100.0,Marking,37.5,0.034,1,4,平車-細針距,C,做記號
BOY,ACTIVE,BOTTOM,PANTS,WOVEN,ZP,拉鍊,1,1,1,very_low,301,100.0,Pressing,50.0,0.009,1,3,燙工-手燙,D,拉鍊燙拔(一條)
GIRL,ACTIVE,BOTTOM,PANTS,KNIT,DP,裝飾片,1,1,1,very_low,,,Pressing,100.0,0.021,0,1,燙工-手燙,B,(NEW)小燙
GIRL,RTW,BOTTOM,PANTS,WOVEN,DC,繩類,1,1,1,very_low,301,100.0,Marking,50.0,0.033,1,2,手工-含做記號、翻修等工段,D,穿圓型腰繩(隧道寬>繩子寬)
GIRL,ACTIVE,BOTTOM,PANTS,WOVEN,DP,裝飾片,1,1,1,very_low,301,50.0,Lockstitch,42.9,0.111,3,4,平車-細針距,C,三角片固雙
BOY,ACTIVE,BOTTOM,PANTS,WOVEN,LP,帶絆,1,1,1,very_low,,,Bonding,50.0,0.018,0,2,手工-含做記號、翻修等工段,E,穿拉耳
MEN,ACTIVE,BOTTOM,PANTS,KNIT,BM,下襬,1,1,1,very_low,301,66.7,Coverstitch,50.0,0.028,2,2,平車-細針距,B,壓下襬_兩邊散邊
BABY,ACTIVE,BOTTOM,PANTS,KNIT,PD,褶,1,1,1,very_low,301,50.0,Pressing,28.6,0.054,2,4,手工-含做記號、翻修等工段,B,做記號
MEN,UNKNOWN,BOTTOM,PANTS,KNIT,BM,下襬,1,1,1,very_low,514,60.0,4-thread Overlock,60.0,0.053,3,3,三線拷克,C,拷下襬
BOY,ACTIVE,BOTTOM,SHORTS,WOVEN,BS,釦鎖,1,1,1,very_low,,,Buttonhole,75.0,0.021,0,2,燙工-手燙,D,燙襯
BOY,ACTIVE,BOTTOM,SHORTS,WOVEN,DC,繩類,1,1,1,very_low,301,100.0,Bartack,33.3,0.121,1,3,手工-含做記號、翻修等工段,E,剪+量織帶繩
BOY,ACTIVE,BOTTOM,SHORTS,WOVEN,FY,前立,1,1,1,very_low,514,50.0,4-thread Overlock,33.3,0.058,2,4,平車-細針距,B,做前襠記號
BOY,ACTIVE,BOTTOM,SHORTS,WOVEN,PD,褶,1,1,1,very_low,301,100.0,Pressing,50.0,0.044,1,3,手工-含做記號、翻修等工段,E,做記號_一個*2片
BOY,ACTIVE,BOTTOM,SHORTS,WOVEN,OT,其它,1,1,1,very_low,,,Pressing,66.7,0.057,0,2,手工-含做記號、翻修等工段,E,做記號
WOMEN,UNKNOWN,BOTTOM,PANTS,KNIT,LI,裡布,1,1,1,very_low,301,100.0,Lockstitch,100.0,0.057,1,1,平車-粗針距,C,裁片四周固定
WOMEN,UNKNOWN,BOTTOM,PANTS,KNIT,LO,褲口,1,1,1,very_low,406,100.0,Coverstitch,75.0,0.114,1,2,筒型三本車-二針三線,B,壓褲口
MEN,RTW,BOTTOM,PANTS,WOVEN,ZP,拉鍊,1,1,1,very_low,,,Pressing,66.7,0.007,0,2,燙工-手燙,D,拉鍊燙縮(一條)
BOY,RTW,BOTTOM,PANTS,WOVEN,SA,剪接線_上身類,1,1,1,very_low,514,100.0,4-thread Overlock,100.0,0.023,1,1,四線拷克,B,合直向剪接
BOY,RTW,BOTTOM,PANTS,WOVEN,ZP,拉鍊,1,1,1,very_low,,,Pressing,66.7,0.007,0,2,燙工-手燙,D,拉鍊燙縮(一條)
WOMEN,ACTIVE,BOTTOM,JOGGERS,KNIT,BS,釦鎖,1,1,1,very_low,,,Buttonhole,75.0,0.021,0,2,燙工-手燙,D,燙襯
WOMEN,ACTIVE,BOTTOM,JOGGERS,KNIT,DC,繩類,1,1,1,very_low,301,100.0,Bartack,60.0,0.075,1,3,手工-含做記號、翻修等工段,D,穿圓型腰繩(隧道寬>繩子寬)
WOMEN,ACTIVE,BOTTOM,JOGGERS,KNIT,OT,其它,1,1,1,very_low,,,Marking,100.0,-0.263,0,1,手工-含做記號、翻修等工段,E,其它
WOMEN,SLEEPWEAR,BOTTOM,PANTS,KNIT,BS,釦鎖,1,1,1,very_low,,,Buttonhole,75.0,0.021,0,2,燙工-手燙,D,燙襯
WOMEN,SLEEPWEAR,BOTTOM,PANTS,KNIT,SB,剪接線_下身類,1,1,1,very_low,301,100.0,Marking,75.0,0.109,1,2,手工-含做記號、翻修等工段,E,做記號
WOMEN,SLEEPWEAR,BOTTOM,PANTS,KNIT,DP,裝飾片,1,1,1,very_low,301,100.0,Marking,66.7,0.028,1,2,手工-含做記號、翻修等工段,E,做記號
GIRL,SLEEPWEAR/RTW,BOTTOM,PANTS,KNIT,WB,腰頭,1,1,1,very_low,514,50.0,4-thread Overlock,33.3,0.123,3,4,手工-含做記號、翻修等工段,B,剪+量鬆緊帶_1條
MEN,ACTIVE,BOTTOM,SHORTS,WOVEN,DP,裝飾片,1,1,1,very_low,301,100.0,Lockstitch,60.0,0.064,1,2,手工-含做記號、翻修等工段,E,做記號
WOMEN,ACTIVE,BOTTOM,PANTS,KNIT,PL,門襟,1,1,1,very_low,514,66.7,4-thread Overlock,40.0,0.226,2,4,壓襯機,B,燙大身襯
WOMEN,ACTIVE,BOTTOM,LEGGINGS,KNIT,BS,釦鎖,1,1,1,very_low,,,Pressing,66.7,0.047,0,2,鐵釦機-半自動,C,燙襯
MEN,RTW,BOTTOM,PANTS,KNIT,BP,襬叉,1,1,1,very_low,301,66.7,Marking,36.4,0.336,2,4,手工-含做記號、翻修等工段,E,(NEW)剪+量拉鍊
MEN,ACTIVE,BOTTOM,PANTS,WOVEN,SS,脅邊,1,1,1,very_low,301,63.6,Lockstitch,55.6,0.021,3,3,平車-細針距,C,(NEW)接連接片*2道
BOY,ACTIVE,BOTTOM,PANTS,KNIT,FY,前立,1,1,1,very_low,301,60.0,Lockstitch,42.9,0.062,2,4,平車-細針距,B,做前襠記號
BABY,RTW,BOTTOM,PANTS,WOVEN,BS,釦鎖,1,1,1,very_low,,,Buttonhole,75.0,0.021,0,2,燙工-手燙,D,燙襯
GIRL,RTW,BOTTOM,PANTS,WOVEN,BM,下襬,1,1,1,very_low,,,Marking,100.0,0.083,0,1,雙針裝飾小圈繡(打洞車),E,前荷葉打洞
GIRL,ACTIVE,BOTTOM,PANTS,KNIT,SR,裙合身,1,1,1,very_low,514,100.0,4-thread Overlock,100.0,0.029,1,1,四線拷克,B,合裙脅
GIRL,ACTIVE,BOTTOM,PANTS,KNIT,BM,下襬,1,1,1,very_low,514,72.7,4-thread Overlock,57.1,0.144,3,4,四線拷克,C,下襬縮縫
WOMEN,ACTIVE,BOTTOM,PANTS,KNIT,SR,裙合身,1,1,1,very_low,514,100.0,4-thread Overlock,100.0,0.031,1,1,四線拷克,B,合裙脅
